original;connected;weight;SENS UNIQUE;trafic
2.82638, 50.54869;2.82625, 50.54805;11;0;2
2.82656, 50.52914;2.82748, 50.52946;11;0;2
2.82656, 50.52914;2.82392, 50.52826;117;0;2
2.82666, 50.54883;2.82747, 50.54829;10;0;0
2.82671, 50.56968;2.82756, 50.57027;12;0;2
2.82671, 50.56968;2.82363, 50.57282;29;0;1
2.82679, 50.56143;2.82773, 50.56145;17;1;2
2.82679, 50.56143;2.82698, 50.56125;4;0;2
2.82688, 50.58178;2.82784, 50.58219;12;0;0
2.82691, 50.67294;2.82253, 50.67629;918;0;0
2.82691, 50.67294;2.82436, 50.67216;12;0;1
2.82705, 50.56894;2.82671, 50.56968;5;0;1
2.82707, 50.59655;2.82774, 50.59591;17;0;0
2.82707, 50.59655;2.82673, 50.59739;30;0;0
2.82707, 50.59655;2.83009, 50.59699;24;0;0
2.82712, 50.53099;2.8251, 50.5305;17;0;0
2.82717, 50.56223;2.82679, 50.56143;25;1;2
2.82717, 50.56223;2.82304, 50.56292;27;0;0
2.8272, 50.53248;2.82336, 50.53089;21;0;1
2.8272, 50.53248;2.82712, 50.53099;18;0;0
2.82752, 50.67313;2.82659, 50.67501;41;0;2
2.82752, 50.67313;2.82691, 50.67294;3;0;1
2.82756, 50.57757;2.82817, 50.57598;47;0;0
2.82756, 50.57757;2.83013, 50.57834;17;0;0
2.82761, 50.56122;2.8273, 50.56076;11;0;2
2.82768, 50.60214;2.82614, 50.60332;70;0;0
2.82768, 50.60214;2.83878, 50.6071;155;0;0
2.82773, 50.56145;2.82761, 50.56122;3;0;2
2.82774, 50.59591;2.82636, 50.59621;33;0;0
2.82774, 50.59591;2.82871, 50.5962;19;0;0
2.82784, 50.58219;2.8327, 50.58505;188;0;0
2.82791, 50.54505;2.83202, 50.54096;120;0;7
2.82797, 50.56741;2.82705, 50.56894;9;0;1
2.82797, 50.56741;2.82836, 50.56841;12;0;0
2.8281, 50.56202;2.82909, 50.56337;43;0;2
2.8281, 50.56202;2.82717, 50.56223;9;0;0
2.8281, 50.56202;2.82773, 50.56145;14;0;2
2.82836, 50.56841;2.82705, 50.56894;10;0;0
2.82844, 50.56193;2.8281, 50.56202;3;0;0
2.82855, 50.59416;2.82886, 50.59418;6;0;0
2.82857, 50.59399;2.82855, 50.59416;7;0;0
2.82886, 50.59418;2.8289, 50.59401;7;0;0
2.82886, 50.59418;2.83312, 50.59745;38;0;0
2.8289, 50.59401;2.82857, 50.59399;7;0;0
2.8289, 50.59401;2.83562, 50.59028;50;0;0
2.82898, 50.55885;2.82461, 50.55919;39;0;0
2.82898, 50.55885;2.81975, 50.55465;71;0;0
2.8291, 50.59932;2.82768, 50.60214;47;0;0
2.82914, 50.56173;2.82761, 50.56122;33;0;2
2.82914, 50.56173;2.82844, 50.56193;6;0;0
2.8293, 50.56249;2.82938, 50.56239;0;0;0
2.8293, 50.56249;2.82844, 50.56193;58;0;2
2.82944, 50.56171;2.82914, 50.56173;3;0;0
2.82944, 50.6737;2.83231, 50.6715;103;0;2
2.82944, 50.6737;2.82752, 50.67313;10;0;1
2.82961, 50.56527;2.82797, 50.56741;15;0;0
2.82961, 50.56527;2.82797, 50.56741;15;0;1
2.8297, 50.56263;2.8293, 50.56249;6;0;0
2.8297, 50.56263;2.82989, 50.56241;5;0;0
2.82987, 50.56173;2.82947, 50.5622;14;0;2
2.82987, 50.56173;2.82944, 50.56171;4;0;0
2.82989, 50.56241;2.8304, 50.56174;19;0;5
2.82989, 50.61553;2.83572, 50.61698;37;0;0
2.82989, 50.61553;2.83572, 50.61698;37;0;0
2.83002, 50.56276;2.8297, 50.56263;5;0;0
2.83009, 50.59699;2.82916, 50.59778;14;0;0
2.83009, 50.59699;2.83054, 50.59723;5;0;0
2.83009, 50.59699;2.83043, 50.59669;6;0;0
2.83013, 50.57834;2.83111, 50.57847;5;0;0
2.83013, 50.57834;2.83111, 50.57847;5;0;0
2.83016, 50.56456;2.82961, 50.56527;6;0;1
2.83016, 50.56456;2.83258, 50.56592;58;0;2
2.83029, 50.67393;2.82944, 50.6737;4;0;1
2.83029, 50.67393;2.82941, 50.67581;41;0;2
2.8304, 50.56174;2.82944, 50.56171;17;0;0
2.8304, 50.56174;2.82987, 50.56173;12;0;0
2.83054, 50.59723;2.83129, 50.59781;11;0;0
2.83054, 50.59723;2.83151, 50.59637;21;0;0
2.83054, 50.59723;2.82975, 50.5977;10;0;0
2.83061, 50.56396;2.83002, 50.56276;35;0;0
2.83061, 50.56396;2.83016, 50.56456;6;0;1
2.83104, 50.59982;2.8291, 50.59932;27;0;0
2.83104, 50.59982;2.83094, 50.59929;16;0;0
2.83108, 50.56129;2.8304, 50.56174;10;0;0
2.83108, 50.56129;2.82868, 50.56047;44;0;2
2.83117, 50.5617;2.83168, 50.56159;22;0;0
2.83117, 50.5617;2.83195, 50.56247;19;0;0
2.83129, 50.5615;2.83117, 50.5617;3;0;0
2.83129, 50.5615;2.83108, 50.56129;9;0;0
2.83129, 50.59781;2.83233, 50.59834;12;0;0
2.83129, 50.59781;2.8291, 50.59932;23;0;0
2.83164, 50.59974;2.83104, 50.59982;6;0;0
2.83164, 50.59974;2.83214, 50.60017;16;0;0
2.83168, 50.56159;2.83256, 50.56182;58;0;5
2.83168, 50.56159;2.83129, 50.5615;14;0;0
2.83195, 50.56247;2.83061, 50.56396;20;0;1
2.83197, 50.54037;2.826, 50.53831;26;0;1
2.83197, 50.54037;2.82481, 50.5452;162;0;4
2.83202, 50.54096;2.83342, 50.54087;32;1;1
2.83202, 50.54096;2.83402, 50.5336;165;0;7
2.83214, 50.60017;2.83157, 50.60055;14;0;0
2.83214, 50.60017;2.83259, 50.60067;19;0;0
2.8322, 50.56027;2.82898, 50.55885;32;0;0
2.8322, 50.56027;2.83108, 50.56129;19;0;0
2.8322, 50.59945;2.83319, 50.5997;20;0;0
2.8322, 50.59945;2.83164, 50.59974;8;0;0
2.83231, 50.6715;2.83253, 50.6714;6;1;2
2.83233, 50.59834;2.8322, 50.59945;22;0;0
2.83233, 50.59834;2.83267, 50.59802;6;0;0
2.83233, 50.59834;2.83367, 50.59896;12;0;0
2.83253, 50.6714;2.83588, 50.67189;40;0;2
2.83253, 50.6714;2.83231, 50.6715;6;1;2
2.83256, 50.56182;2.83319, 50.56205;6;0;4
2.83256, 50.56182;2.83195, 50.56247;10;0;1
2.83258, 50.56592;2.82836, 50.56841;101;0;0
2.83259, 50.60067;2.83353, 50.60204;45;0;0
2.83267, 50.59802;2.83294, 50.59772;5;0;0
2.83267, 50.59802;2.83359, 50.59844;8;0;0
2.8327, 50.67469;2.83199, 50.67588;48;0;6
2.8327, 50.67469;2.83029, 50.67393;14;0;1
2.83289, 50.56032;2.8322, 50.56027;7;0;0
2.83294, 50.59772;2.83202, 50.5973;10;0;0
2.83294, 50.59772;2.83312, 50.59745;4;0;0
2.83312, 50.59745;2.83713, 50.59347;72;0;0
2.83312, 50.59745;2.83529, 50.59909;12;0;0
2.83313, 50.53015;2.83399, 50.52906;132;0;0
2.83313, 50.53015;2.82712, 50.53099;46;0;0
2.83319, 50.56205;2.83365, 50.56242;0;0;4
2.83319, 50.56205;2.83334, 50.56187;2;0;4
2.83319, 50.5997;2.83387, 50.59951;13;0;0
2.83319, 50.5997;2.83259, 50.60067;29;0;0
2.83334, 50.56187;2.83402, 50.56071;70;0;4
2.83337, 50.55673;2.82391, 50.54789;110;0;4
2.83341, 50.56052;2.83256, 50.56182;18;0;1
2.83341, 50.56052;2.83402, 50.56071;5;0;0
2.83341, 50.56052;2.83289, 50.56032;5;0;1
2.83342, 50.54087;2.83197, 50.54037;6;0;1
2.83344, 50.6754;2.83351, 50.67512;4;1;1
2.83344, 50.6754;2.8358, 50.67604;69;0;6
2.83351, 50.67512;2.83384, 50.67507;3;1;1
2.83351, 50.67512;2.8327, 50.67469;22;0;1
2.83367, 50.59896;2.83412, 50.59876;10;0;0
2.83367, 50.59896;2.83529, 50.59909;16;0;0
2.83376, 50.53334;2.83417, 50.53318;3;1;7
2.83376, 50.53334;2.8272, 50.53248;43;0;1
2.83384, 50.67507;2.83451, 50.67397;28;0;1
2.83384, 50.67507;2.83407, 50.67527;3;1;1
2.83392, 50.67546;2.83344, 50.6754;4;1;1
2.83399, 50.52906;2.83551, 50.52661;136;0;0
2.83399, 50.52906;2.83522, 50.52684;140;0;2
2.83402, 50.5336;2.83376, 50.53334;3;1;7
2.83402, 50.56071;2.83774, 50.56228;35;0;0
2.83407, 50.67527;2.83392, 50.67546;3;1;1
2.83417, 50.53318;2.83443, 50.53344;3;1;7
2.83417, 50.53318;2.83686, 50.52679;173;0;7
2.83443, 50.53344;2.83402, 50.5336;3;1;7
2.83451, 50.67397;2.83405, 50.67385;6;0;0
2.83451, 50.67397;2.83588, 50.67189;19;0;1
2.8351, 50.67715;2.83392, 50.67546;33;0;1
2.83522, 50.52684;2.81803, 50.52749;376;0;3
2.83529, 50.59909;2.84101, 50.60086;23;0;0
2.83538, 50.55805;2.83337, 50.55673;23;0;0
2.83538, 50.55805;2.83578, 50.55747;291;0;5
2.83562, 50.59028;2.83713, 50.59347;155;0;0
2.83562, 50.59028;2.83658, 50.58843;15;0;0
2.83566, 50.5582;2.83538, 50.55805;3;0;0
2.83566, 50.5582;2.83289, 50.56032;35;0;1
2.83572, 50.61698;2.83101, 50.62039;39;0;0
2.83572, 50.61698;2.83101, 50.62039;39;0;0
2.83572, 50.67553;2.83407, 50.67527;12;0;1
2.83572, 50.67553;2.8358, 50.67604;7;0;2
2.83578, 50.57857;2.82784, 50.58219;153;0;4
2.83578, 50.57857;2.83111, 50.57847;22;0;0
2.8358, 50.5338;2.83443, 50.53344;38;0;1
2.8358, 50.67604;2.83669, 50.67647;12;0;2
2.83588, 50.67189;2.83686, 50.67052;12;0;1
2.83597, 50.67558;2.83572, 50.67553;9;0;1
2.83597, 50.67558;2.83692, 50.67445;18;0;0
2.836, 50.55689;2.82666, 50.54883;118;0;4
2.83607, 50.67426;2.8363, 50.67394;7;0;0
2.83607, 50.67426;2.83451, 50.67397;17;0;0
2.83648, 50.53111;2.83313, 50.53015;22;0;0
2.83648, 50.53111;2.83693, 50.53035;25;0;0
2.83652, 50.55618;2.83728, 50.55535;12;0;5
2.83652, 50.55618;2.836, 50.55689;8;0;5
2.83653, 50.53534;2.8358, 50.5338;39;0;1
2.83653, 50.53534;2.8363, 50.53567;10;0;2
2.83658, 50.55878;2.83705, 50.55811;222;0;1
2.83658, 50.55878;2.83566, 50.5582;21;0;0
2.83658, 50.58843;2.83883, 50.58667;16;0;0
2.83658, 50.58843;2.83325, 50.58692;63;0;0
2.83669, 50.67647;2.83684, 50.6761;64;0;2
2.83669, 50.67647;2.83786, 50.67673;11;0;2
2.83684, 50.6761;2.83709, 50.67615;2;0;2
2.83684, 50.6761;2.83645, 50.67601;2;0;2
2.83686, 50.67052;2.83849, 50.66968;11;0;1
2.83686, 50.67052;2.83804, 50.67039;31;0;2
2.83692, 50.67445;2.83607, 50.67426;8;0;0
2.83693, 50.55769;2.82517, 50.54887;110;0;7
2.83693, 50.55769;2.83734, 50.55762;3;1;7
2.83694, 50.53382;2.8358, 50.5338;12;0;0
2.83694, 50.53382;2.83668, 50.53451;19;0;0
2.83705, 50.55811;2.83693, 50.55769;5;1;7
2.83706, 50.54144;2.82668, 50.53674;109;0;0
2.83713, 50.59347;2.84097, 50.59464;67;0;0
2.83728, 50.55535;2.83621, 50.55501;10;0;4
2.83728, 50.55535;2.83783, 50.55528;7;0;5
2.83734, 50.55762;2.83751, 50.55806;5;1;7
2.83734, 50.55762;2.83755, 50.55651;32;0;1
2.83751, 50.55806;2.83705, 50.55811;2;1;7
2.83755, 50.55651;2.83652, 50.55618;51;0;5
2.83755, 50.55651;2.83783, 50.55528;25;0;1
2.83765, 50.53022;2.83765, 50.53022;0;0;2
2.83765, 50.56241;2.84489, 50.56666;63;0;0
2.83765, 50.56241;2.83258, 50.56592;157;0;2
2.83771, 50.67356;2.83795, 50.67193;41;0;2
2.83771, 50.67356;2.83692, 50.67445;17;0;0
2.83772, 50.54271;2.83342, 50.54087;35;0;1
2.83772, 50.54271;2.83801, 50.54263;3;0;1
2.83774, 50.56228;2.83765, 50.56241;2;0;0
2.83774, 50.56228;2.83868, 50.56127;20;0;0
2.83783, 50.55528;2.83702, 50.55031;92;0;1
2.83786, 50.67673;2.83808, 50.67675;9;0;2
2.83788, 50.53546;2.83737, 50.53621;51;0;2
2.83788, 50.53546;2.83653, 50.53534;9;0;1
2.83797, 50.53633;2.83737, 50.53621;8;0;0
2.83797, 50.53633;2.84013, 50.53718;30;0;0
2.838, 50.52969;2.838, 50.52969;0;0;2
2.83801, 50.54263;2.83809, 50.54286;4;0;1
2.83809, 50.54286;2.83772, 50.54271;5;0;1
2.8381, 50.67608;2.83597, 50.67558;18;0;1
2.8381, 50.67608;2.83808, 50.67675;57;0;0
2.8382, 50.54219;2.83801, 50.54263;7;0;0
2.8382, 50.54219;2.83846, 50.54223;0;0;5
2.83828, 50.67221;2.83771, 50.67356;55;0;0
2.83833, 50.56207;2.83774, 50.56228;17;0;4
2.83833, 50.56207;2.83868, 50.56127;28;0;2
2.83836, 50.52915;2.83836, 50.52915;0;0;2
2.83837, 50.53983;2.83838, 50.54022;7;0;5
2.83838, 50.54022;2.83864, 50.54021;2;0;0
2.83838, 50.54022;2.8384, 50.54059;7;0;5
2.83843, 50.54163;2.8382, 50.54219;8;0;0
2.83843, 50.54163;2.83706, 50.54144;13;0;0
2.83846, 50.53568;2.83797, 50.53633;13;0;0
2.83846, 50.53568;2.83788, 50.53546;5;0;1
2.83846, 50.54223;2.83833, 50.5426;4;0;5
2.83846, 50.54223;2.83854, 50.54201;3;0;5
2.83849, 50.66968;2.82989, 50.66586;232;0;2
2.83849, 50.66968;2.84541, 50.66755;34;0;1
2.83849, 50.67713;2.83786, 50.67673;6;1;2
2.8385, 50.53045;2.83765, 50.53022;12;0;2
2.83862, 50.53975;2.83864, 50.54021;4;0;0
2.83862, 50.53975;2.83882, 50.53975;2;0;0
2.83864, 50.54021;2.83865, 50.54067;4;0;0
2.83865, 50.54067;2.83843, 50.54163;10;0;0
2.83865, 50.54067;2.83885, 50.54067;3;0;0
2.83868, 50.56127;2.83944, 50.5604;24;0;0
2.83869, 50.53071;2.83869, 50.53071;0;0;0
2.83869, 50.53924;2.83838, 50.54022;43;0;0
2.83869, 50.53924;2.83862, 50.53975;5;0;0
2.83871, 50.67615;2.83849, 50.67713;56;1;0
2.83871, 50.67615;2.8381, 50.67608;4;0;1
2.83878, 50.56219;2.83833, 50.56207;11;0;4
2.83882, 50.53975;2.83882, 50.54021;14;0;5
2.83882, 50.53975;2.83959, 50.53974;9;0;0
2.83882, 50.54021;2.83864, 50.54021;3;0;0
2.83882, 50.54021;2.83885, 50.54067;9;0;5
2.83885, 50.54067;2.8396, 50.54069;9;0;0
2.83888, 50.53045;2.8385, 50.53045;5;0;0
2.83888, 50.53045;2.83869, 50.53071;6;0;0
2.83892, 50.67617;2.83877, 50.67559;21;0;2
2.83892, 50.67617;2.83871, 50.67615;1;0;1
2.83895, 50.67495;2.8394, 50.67447;21;0;2
2.83895, 50.67495;2.83823, 50.67476;12;0;2
2.83912, 50.5782;2.83578, 50.57857;15;0;0
2.83916, 50.53;2.83888, 50.53045;12;0;2
2.83916, 50.53;2.838, 50.52969;17;0;2
2.83929, 50.53181;2.83914, 50.53209;2;0;0
2.83929, 50.53181;2.83945, 50.53152;8;0;0
2.8393, 50.58642;2.83883, 50.58667;3;0;0
2.8393, 50.58642;2.83883, 50.58667;3;0;0
2.83932, 50.57428;2.83912, 50.5782;142;0;4
2.83938, 50.67624;2.83999, 50.67516;30;1;0
2.83938, 50.67624;2.83892, 50.67617;3;0;1
2.83942, 50.53424;2.84064, 50.53286;32;0;0
2.83942, 50.53424;2.83694, 50.53382;22;0;0
2.83944, 50.5604;2.83658, 50.55878;86;0;0
2.83945, 50.53152;2.83648, 50.53111;21;0;0
2.83956, 50.52948;2.83916, 50.53;22;0;2
2.83956, 50.52948;2.83836, 50.52915;18;0;2
2.83959, 50.53974;2.83966, 50.53936;0;0;5
2.83959, 50.53974;2.8396, 50.54021;9;0;0
2.8396, 50.54021;2.83882, 50.54021;9;0;0
2.8396, 50.54069;2.83954, 50.54125;9;0;5
2.8396, 50.54069;2.8396, 50.54021;9;0;0
2.8397, 50.53597;2.83846, 50.53568;9;0;1
2.8397, 50.53597;2.83948, 50.53557;13;0;0
2.83982, 50.53148;2.83996, 50.53071;17;0;0
2.83982, 50.53148;2.83945, 50.53152;4;0;0
2.83993, 50.67631;2.83938, 50.67624;4;0;1
2.83993, 50.67631;2.84047, 50.67527;46;1;0
2.83996, 50.53071;2.84027, 50.53023;12;0;2
2.83996, 50.53071;2.83888, 50.53045;16;0;0
2.83999, 50.67516;2.83895, 50.67495;20;0;2
2.83999, 50.67516;2.84044, 50.67441;21;1;0
2.84002, 50.53264;2.84015, 50.53245;21;0;0
2.84002, 50.53264;2.84064, 50.53286;18;0;0
2.84006, 50.57263;2.83932, 50.57428;61;0;4
2.84013, 50.53718;2.83869, 50.53924;23;0;0
2.84015, 50.53245;2.83914, 50.53209;30;0;2
2.84015, 50.53245;2.83929, 50.53181;32;0;0
2.84015, 50.54348;2.83702, 50.55031;152;0;1
2.84015, 50.54348;2.83809, 50.54286;24;0;1
2.84019, 50.53603;2.8397, 50.53597;3;0;1
2.8402, 50.53302;2.84002, 50.53264;33;0;0
2.84027, 50.53023;2.84068, 50.52962;17;0;2
2.84027, 50.53023;2.84118, 50.5305;13;0;2
2.84044, 50.67441;2.84101, 50.67346;29;1;0
2.84044, 50.67441;2.84128, 50.67459;11;0;0
2.84047, 50.67527;2.83999, 50.67516;7;0;0
2.84052, 50.53249;2.84092, 50.53263;66;0;0
2.84064, 50.53286;2.84092, 50.53263;5;0;0
2.84064, 50.53286;2.8425, 50.53284;70;0;2
2.84068, 50.52962;2.83956, 50.52948;19;0;2
2.84068, 50.52962;2.8418, 50.52768;460;0;3
2.84082, 50.52971;2.84068, 50.52962;133;0;2
2.84083, 50.6753;2.84135, 50.67545;7;0;2
2.84083, 50.6753;2.84047, 50.67527;5;0;0
2.84091, 50.67652;2.83993, 50.67631;7;0;1
2.84091, 50.67652;2.84116, 50.67608;91;0;2
2.84092, 50.53263;2.84209, 50.53185;21;0;0
2.84101, 50.67346;2.84163, 50.67398;21;1;0
2.84101, 50.67346;2.84126, 50.67316;10;0;0
2.84103, 50.6618;2.84627, 50.65797;44;0;0
2.84103, 50.6618;2.83566, 50.65873;33;0;1
2.84105, 50.53155;2.83982, 50.53148;11;0;0
2.84105, 50.53155;2.8419, 50.53007;39;0;0
2.84115, 50.53518;2.83942, 50.53424;23;0;0
2.84115, 50.53518;2.84019, 50.53603;44;0;2
2.84116, 50.67608;2.84135, 50.67545;12;1;2
2.84117, 50.53646;2.84165, 50.53627;5;0;1
2.84117, 50.53646;2.84019, 50.53603;9;0;1
2.84117, 50.53646;2.84013, 50.53718;13;0;0
2.84118, 50.5305;2.84144, 50.53057;5;0;2
2.84118, 50.5305;2.8409, 50.53088;11;0;2
2.84128, 50.67459;2.84083, 50.6753;13;1;0
2.84135, 50.67545;2.84166, 50.67552;4;0;2
2.84145, 50.67431;2.84128, 50.67459;5;1;0
2.84145, 50.67431;2.84183, 50.67491;21;0;2
2.84156, 50.53546;2.84221, 50.53503;15;0;0
2.84156, 50.53546;2.84115, 50.53518;8;0;0
2.84163, 50.67398;2.84145, 50.67431;12;1;0
2.84165, 50.53627;2.84177, 50.53578;8;0;0
2.84165, 50.53627;2.84314, 50.53656;13;0;1
2.84166, 50.67552;2.84223, 50.67543;8;0;2
2.84166, 50.67552;2.84116, 50.67608;14;1;2
2.84177, 50.53578;2.84156, 50.53546;5;0;0
2.84177, 50.53578;2.84221, 50.53503;26;0;0
2.8418, 50.52768;2.83522, 50.52684;50;0;3
2.8419, 50.53007;2.84082, 50.52971;23;0;2
2.8419, 50.53007;2.84205, 50.5299;0;0;0
2.84205, 50.5299;2.84349, 50.53025;101;0;3
2.84207, 50.65524;2.84217, 50.65527;0;0;0
2.84209, 50.53185;2.84249, 50.53193;5;0;0
2.84209, 50.53185;2.84105, 50.53155;11;0;0
2.84217, 50.65527;2.85051, 50.65527;34;0;1
2.84217, 50.65527;2.84627, 50.65797;72;0;0
2.84223, 50.67543;2.84292, 50.67462;18;0;2
2.84223, 50.67543;2.84246, 50.6757;8;0;2
2.84239, 50.5618;2.83944, 50.5604;66;0;0
2.84246, 50.6757;2.84297, 50.67576;9;0;2
2.84246, 50.6757;2.84212, 50.67631;5;0;2
2.84249, 50.53193;2.84288, 50.53201;4;0;0
2.84249, 50.53193;2.84461, 50.5284;63;0;0
2.84263, 50.58356;2.8393, 50.58642;23;0;0
2.84263, 50.58356;2.8414, 50.58321;56;0;2
2.84284, 50.53722;2.84266, 50.53763;10;0;2
2.84284, 50.53722;2.84226, 50.53691;17;0;2
2.84288, 50.53201;2.84387, 50.53223;10;0;0
2.84288, 50.53201;2.8425, 50.53284;21;0;0
2.84292, 50.67462;2.84309, 50.67427;7;0;0
2.84296, 50.54438;2.84015, 50.54348;13;0;1
2.84297, 50.67576;2.84312, 50.67579;1;0;2
2.84297, 50.67576;2.84279, 50.67607;9;0;2
2.84298, 50.67704;2.84091, 50.67652;14;0;1
2.84298, 50.67704;2.84387, 50.6755;135;1;0
2.84309, 50.67427;2.84342, 50.6736;18;0;0
2.84309, 50.67427;2.84163, 50.67398;20;0;0
2.84314, 50.53656;2.84284, 50.53722;14;0;2
2.84314, 50.53656;2.84451, 50.53639;9;0;1
2.84348, 50.54463;2.84296, 50.54438;3;0;1
2.84348, 50.54463;2.84296, 50.54438;3;0;1
2.84349, 50.53025;2.84481, 50.53064;108;0;3
2.84387, 50.53223;2.84674, 50.53287;23;0;0
2.84387, 50.53223;2.84435, 50.53143;19;0;0
2.84387, 50.6755;2.84404, 50.67446;29;0;0
2.84404, 50.67446;2.84309, 50.67427;12;0;0
2.84435, 50.53143;2.84942, 50.53196;69;0;0
2.84435, 50.53143;2.84566, 50.52926;77;0;0
2.84451, 50.53639;2.85397, 50.53793;52;0;1
2.84461, 50.5284;2.84481, 50.52808;11;0;0
2.84462, 50.62264;2.84783, 50.61639;114;0;0
2.84462, 50.62264;2.84089, 50.6247;55;0;0
2.84481, 50.52808;2.8418, 50.52768;458;0;3
2.84481, 50.52808;2.84708, 50.52842;46;0;3
2.84482, 50.53541;2.84419, 50.53501;14;0;0
2.84482, 50.53541;2.84451, 50.53639;17;0;0
2.84483, 50.67463;2.84501, 50.67466;2;0;0
2.84483, 50.67463;2.84404, 50.67446;12;0;0
2.84483, 50.6776;2.84431, 50.67815;13;0;2
2.84483, 50.6776;2.84298, 50.67704;15;0;1
2.84492, 50.61577;2.83572, 50.61698;60;0;0
2.84501, 50.67466;2.84483, 50.67463;2;0;0
2.84504, 50.53344;2.84476, 50.53331;0;0;0
2.84504, 50.53344;2.84483, 50.5337;0;0;2
2.84539, 50.67777;2.84675, 50.67822;28;0;1
2.84539, 50.67777;2.84483, 50.6776;4;0;1
2.84539, 50.67777;2.84554, 50.67704;19;0;0
2.84541, 50.66755;2.84547, 50.66708;4;0;1
2.84547, 50.66708;2.84103, 50.6618;43;0;1
2.84548, 50.56716;2.84489, 50.56666;5;0;0
2.84548, 50.56716;2.84006, 50.57263;353;0;4
2.84554, 50.67704;2.84577, 50.67582;36;0;0
2.84554, 50.67704;2.84645, 50.67717;18;0;0
2.84565, 50.6784;2.84515, 50.67884;17;0;0
2.84565, 50.6784;2.84539, 50.67777;18;1;0
2.84566, 50.52926;2.84461, 50.5284;32;0;0
2.84566, 50.52926;2.84691, 50.52939;23;0;2
2.84577, 50.67582;2.84585, 50.67505;33;0;0
2.84577, 50.67582;2.84387, 50.6755;52;0;0
2.84584, 50.6787;2.84644, 50.67895;130;1;0
2.84584, 50.6787;2.8456, 50.67897;147;0;2
2.84585, 50.67473;2.84501, 50.67466;14;0;0
2.84585, 50.67473;2.84587, 50.67353;25;0;0
2.84585, 50.67505;2.84629, 50.67509;5;0;0
2.84585, 50.67505;2.84585, 50.67473;6;0;0
2.84587, 50.67353;2.84541, 50.66755;94;0;0
2.84587, 50.67353;2.84678, 50.6737;18;0;0
2.84596, 50.67849;2.84565, 50.6784;6;1;0
2.84596, 50.67849;2.84584, 50.6787;156;0;0
2.84612, 50.60853;2.83878, 50.6071;99;0;0
2.84612, 50.60853;2.8455, 50.60918;27;0;0
2.84627, 50.65797;2.85051, 50.65527;36;0;0
2.84629, 50.67509;2.84727, 50.67496;18;0;2
2.84629, 50.67509;2.84719, 50.67518;11;0;0
2.84631, 50.58169;2.84714, 50.57844;64;0;2
2.84631, 50.58169;2.84263, 50.58356;20;0;1
2.84644, 50.67895;2.84661, 50.67905;170;1;0
2.84644, 50.67895;2.84623, 50.67919;182;0;2
2.84645, 50.67717;2.8465, 50.67687;8;0;0
2.84645, 50.67717;2.84766, 50.67737;24;0;0
2.84647, 50.53429;2.84504, 50.53344;40;0;0
2.84647, 50.53429;2.84482, 50.53541;25;0;0
2.84661, 50.67905;2.84643, 50.67928;6;0;2
2.84673, 50.6783;2.84596, 50.67849;28;1;0
2.84673, 50.6783;2.84661, 50.67905;20;1;0
2.84674, 50.53287;2.84714, 50.53296;3;0;0
2.84674, 50.53287;2.84632, 50.53348;16;0;0
2.84675, 50.67822;2.84673, 50.6783;1;1;0
2.84678, 50.6737;2.84768, 50.67381;11;0;0
2.84678, 50.6737;2.84668, 50.67402;8;0;0
2.84691, 50.52939;2.84729, 50.52943;4;0;2
2.84706, 50.53422;2.84754, 50.53461;12;0;0
2.84706, 50.53422;2.84647, 50.53429;7;0;0
2.84708, 50.52842;2.84837, 50.52859;14;0;3
2.84708, 50.52842;2.84691, 50.52939;18;0;2
2.84714, 50.53296;2.84906, 50.53339;16;0;0
2.84714, 50.53296;2.84678, 50.53352;14;0;0
2.84714, 50.57844;2.83912, 50.5782;47;0;0
2.84719, 50.67518;2.84727, 50.67496;4;0;0
2.84719, 50.67518;2.84821, 50.67538;22;0;0
2.84727, 50.67496;2.84801, 50.6751;16;0;2
2.84727, 50.67496;2.84735, 50.67475;3;0;0
2.84735, 50.67475;2.84922, 50.67469;23;0;0
2.84742, 50.57836;2.84714, 50.57844;6;0;0
2.84742, 50.57836;2.84753, 50.57827;3;1;0
2.84753, 50.57827;2.84768, 50.57807;3;0;0
2.84753, 50.57827;2.8476, 50.57834;11;1;0
2.84754, 50.53461;2.84754, 50.53461;0;0;0
2.8476, 50.57834;2.84742, 50.57836;1;1;0
2.84768, 50.57807;2.84902, 50.57655;21;0;0
2.84768, 50.57807;2.83932, 50.57428;221;0;4
2.84768, 50.67381;2.84735, 50.67475;17;0;0
2.84768, 50.67381;2.84922, 50.67469;42;0;0
2.84783, 50.53358;2.84783, 50.53358;0;0;0
2.84783, 50.61639;2.84492, 50.61577;59;0;0
2.84785, 50.53412;2.84706, 50.53422;7;0;0
2.84785, 50.53412;2.84783, 50.53358;12;0;0
2.84816, 50.66626;2.84547, 50.66708;268;0;0
2.84821, 50.67538;2.84812, 50.67565;8;0;0
2.84821, 50.67538;2.84856, 50.67542;6;0;0
2.84823, 50.53406;2.8483, 50.53446;15;0;0
2.84823, 50.53406;2.84785, 50.53412;3;0;0
2.84828, 50.62546;2.84462, 50.62264;43;0;0
2.84832, 50.67844;2.84861, 50.67797;8;0;0
2.84832, 50.67844;2.84675, 50.67822;12;0;1
2.84837, 50.52859;2.86232, 50.53024;593;0;3
2.84845, 50.62563;2.84828, 50.62546;2;0;0
2.84857, 50.565;2.84239, 50.5618;149;0;4
